2	20170422031226	0	2	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031236	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031246	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031256	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031306	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031316	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031326	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031336	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031346	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031356	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031406	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031416	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031426	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031436	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031446	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031456	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031506	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031516	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031526	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031536	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031546	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031556	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
2	20170422031606	0	2	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031616	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031626	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031636	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031646	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031656	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031706	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
4	20170422031716	0	4	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
2	20170422031726	0	2	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031736	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031746	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
2	20170422031756	0	2	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
3	20170422031806	0	3	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031816	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
2	20170422031826	0	2	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
5	20170422031836	0	5	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
1	20170422031846	0	1	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
